Date,Open,High,Low,Close,Volume,Returns,Range,hmm
2020-01-03,321.1600036621094,323.6400146484375,321.1000061035156,322.4100036621094,77709700,-0.007572233484322677,0.007910334776209949,0
2020-01-06,320.489990234375,323.7300109863281,320.3599853515625,323.6400146484375,55653900,0.0038150521769082513,0.01051949615701031,0
2020-01-07,323.0199890136719,323.5400085449219,322.239990234375,322.7300109863281,40496400,-0.0028117773480448305,0.004034317123710496,0
2020-01-08,322.94000244140625,325.7799987792969,322.6700134277344,324.45001220703125,68296000,0.005329536027487647,0.009638284383866491,0
2020-01-09,326.1600036621094,326.7300109863281,325.5199890136719,326.6499938964844,48473300,0.006780649119067839,0.00371719714148,0
2020-01-10,327.2900085449219,327.4599914550781,325.20001220703125,325.7099914550781,53029300,-0.002877705369570993,0.006949505421937507,0
2020-01-13,326.3900146484375,327.9599914550781,325.9200134277344,327.95001220703125,47086800,0.006877347366428754,0.006259137037609497,0
2020-01-14,327.4700012207031,328.6199951171875,326.8399963378906,327.45001220703125,62832800,-0.0015246225991427664,0.0054460861560428064,0
2020-01-15,327.3500061035156,329.0199890136719,327.260009765625,328.19000244140625,72056600,0.0022598570981489097,0.0053779233500217405,0
2020-01-16,329.70001220703125,330.9200134277344,329.45001220703125,330.9200134277344,54050300,0.008318385587676502,0.004461985631311283,0
2020-01-17,331.70001220703125,332.17999267578125,330.8500061035156,331.95001220703125,95846000,0.0031125309364881115,0.004019907957473423,0
2020-01-21,330.8999938964844,332.17999267578125,330.82000732421875,331.29998779296875,77742400,-0.001958199699227836,0.0041109525465599095,0
2020-01-22,332.239990234375,332.95001220703125,331.1700134277344,331.3399963378906,48914900,0.00012076228915192111,0.00537487908664569,0
2020-01-23,330.6300048828125,332.1700134277344,329.4100036621094,331.7200012207031,51963000,0.0011468729613461903,0.00837864586667525,0
2020-01-24,332.44000244140625,332.5299987792969,327.3599853515625,328.7699890136719,87578400,-0.008893079091328304,0.015793052477632852,0
2020-01-27,323.0299987792969,325.1199951171875,322.6600036621094,323.5,84062500,-0.016029410194896898,0.007624097896106852,0
2020-01-28,325.05999755859375,327.8500061035156,323.6000061035156,326.8900146484375,63834000,0.010479179747874712,0.01313349789814433,0
2020-01-29,328.3800048828125,328.6300048828125,326.3999938964844,326.6199951171875,53888900,-0.0008260256329346571,0.006832141629988353,0
2020-01-30,324.3599853515625,327.9100036621094,323.5400085449219,327.67999267578125,75491800,0.003245354156022895,0.013506815236981051,0
2020-01-31,327.0,327.1700134277344,320.7300109863281,321.7300109863281,113845600,-0.018157903510881312,0.02007920126215068,3
2020-02-03,323.3500061035156,326.1600036621094,323.2200012207031,324.1199951171875,69083000,0.0074285396116215985,0.009095979302960133,0
2020-02-04,328.07000732421875,330.010009765625,327.7200012207031,329.05999755859375,62573200,0.015241276427948147,0.006987698451092372,0
2020-02-05,332.2699890136719,333.0899963378906,330.6700134277344,332.8599853515625,65951100,0.011548008938072396,0.007318422632492938,0
2020-02-06,333.9100036621094,334.19000244140625,332.79998779296875,333.9800109863281,50359700,0.0033648551464744436,0.0041767268612467046,0
2020-02-07,332.82000732421875,333.989990234375,331.6000061035156,332.20001220703125,64139400,-0.005329656628371482,0.007207430901292833,0
2020-02-10,331.2300109863281,334.75,331.19000244140625,334.67999267578125,42070000,0.007465323231850007,0.010749109370303378,0
2020-02-11,336.1600036621094,337.0199890136719,334.67999267578125,335.260009765625,54864500,0.001733049786473595,0.00699174252748791,0
2020-02-12,336.8299865722656,337.6499938964844,336.42999267578125,337.4200134277344,43992700,0.006442771577855,0.0036263152729039128,0
2020-02-13,335.8599853515625,338.1199951171875,335.55999755859375,337.05999755859375,54501900,-0.0010669665544831286,0.007629030805874626,0
2020-02-14,337.510009765625,337.7300109863281,336.20001220703125,337.6000061035156,64582200,0.0016021140118473998,0.004550858785676404,0
2020-02-18,336.510009765625,337.6700134277344,335.2099914550781,336.7300109863281,57226200,-0.0025769997081124263,0.007338748949510032,0
2020-02-19,337.7900085449219,339.0799865722656,337.4800109863281,338.3399963378906,48814700,0.00478123511131856,0.004740949193587474,0
2020-02-20,337.739990234375,338.6400146484375,333.67999267578125,336.95001220703125,74163400,-0.004108246574168639,0.014864607053248324,0
2020-02-21,335.4700012207031,335.80999755859375,332.5799865722656,333.4800109863281,113788200,-0.010298267087080704,0.009711982430506971,0
2020-02-24,323.1400146484375,333.55999755859375,321.239990234375,322.4200134277344,161088400,-0.03316539880720826,0.03835141233577466,3
2020-02-25,323.94000244140625,324.6099853515625,311.69000244140625,312.6499938964844,218913200,-0.030302149756096908,0.04145138698372275,3
2020-02-26,314.17999267578125,318.1099853515625,310.70001220703125,311.5,194773800,-0.0036782149973914047,0.023849285012559562,3
2020-02-27,305.4599914550781,311.55999755859375,297.510009765625,297.510009765625,284353500,-0.044911686145666097,0.04722526077034228,2
2020-02-28,288.70001220703125,297.8900146484375,285.5400085449219,296.260009765625,384975800,-0.004201539306138757,0.04325140342486433,2
2020-03-02,298.2099914550781,309.1600036621094,294.4599914550781,309.0899963378906,238703600,0.043306508301324875,0.049921933823304565,2
2020-03-03,309.5,313.8399963378906,297.57000732421875,300.239990234375,300139100,-0.02863245724019159,0.05467617237359823,2
2020-03-04,306.1199951171875,313.1000061035156,303.3299865722656,312.8599853515625,176613400,0.04203302533861675,0.032209210970714164,2
2020-03-05,304.9800109863281,308.4700012207031,300.010009765625,302.4599914550781,186366800,-0.033241687602835635,0.028199030631302247,2
2020-03-06,293.1499938964844,298.7799987792969,290.2300109863281,297.4599914550781,228667200,-0.016531112018967953,0.029459351098503506,2
2020-03-09,275.29998779296875,284.19000244140625,273.45001220703125,274.2300109863281,309417300,-0.07809447030209493,0.039275881349179365,2
2020-03-10,284.6400146484375,288.5199890136719,273.5,288.4200134277344,276444100,0.05174489250964487,0.054917692920189776,2
2020-03-11,280.70001220703125,281.94000244140625,270.8800048828125,274.3599853515625,255316300,-0.04874844817138435,0.040829878024324806,2
2020-03-12,256.0,266.6600036621094,247.67999267578125,248.11000061035156,392220700,-0.09567716191402487,0.07663118357393284,2
2020-03-13,263.0899963378906,271.4800109863281,248.52000427246094,269.32000732421875,329566100,0.08548630309818428,0.09238695605644431,2
2020-03-16,241.17999267578125,256.8999938964844,237.36000061035156,239.85000610351562,297240000,-0.10942373540494488,0.08232218249025669,2
2020-03-17,245.0399932861328,256.1700134277344,237.07000732421875,252.8000030517578,262070500,0.05399206428476466,0.08056694441905643,2
2020-03-18,236.25,248.3699951171875,228.02000427246094,240.0,327597100,-0.05063292285300003,0.08924651549611573,2
2020-03-19,239.25,247.3800048828125,232.22000122070312,240.50999450683594,289322000,0.002124977111816362,0.06528293679449781,2
2020-03-20,242.52999877929688,244.47000122070312,228.5,228.8000030517578,347158800,-0.0486881698163496,0.06989059615187365,2
2020-03-23,228.19000244140625,229.67999267578125,218.25999450683594,222.9499969482422,326025200,-0.025568208153355143,0.05232291054872018,2
2020-03-24,234.4199981689453,244.10000610351562,233.8000030517578,243.14999389648438,235494500,0.09060326182884682,0.04405476012537801,2
2020-03-25,244.8699951171875,256.3500061035156,239.75,246.7899932861328,299430300,0.014970180880194084,0.0692388158645072,2
2020-03-26,249.52000427246094,262.79998779296875,249.0500030517578,261.20001220703125,257632800,0.05838980231338309,0.05520973528497963,2
2020-03-27,253.27000427246094,260.80999755859375,251.0500030517578,253.4199981689453,224341200,-0.029785657253030173,0.03887669543196037,2
2020-03-30,255.6999969482422,262.42999267578125,253.52999877929688,261.6499938964844,171369500,0.03247571536186511,0.03510430299899925,2
2020-03-31,260.55999755859375,263.3299865722656,256.2200012207031,257.75,194881100,-0.01490538500844496,0.02774953289239157,2
2020-04-01,247.97999572753906,257.6600036621094,243.89999389648438,246.14999389648438,189554600,-0.045004873340506735,0.056416605616911086,2
2020-04-02,245.19000244140625,252.67999267578125,244.58999633789062,251.8300018310547,177660400,0.023075393359379692,0.033075744956938546,2
2020-04-03,250.75999450683594,253.32000732421875,245.22000122070312,248.19000244140625,135561200,-0.014454192761712337,0.03303158821953289,2
2020-04-06,257.8399963378906,267.0,248.1699981689453,264.8599853515625,188061200,0.06716621437679282,0.0758754159245143,2
2020-04-07,274.2099914550781,275.0299987792969,264.8900146484375,265.1300048828125,201427200,0.0010194802770664424,0.03827997874633815,2
2020-04-08,267.9599914550781,276.0,265.25,274.0299987792969,153774500,0.03356841448563386,0.04052780395852973,2
2020-04-09,277.5799865722656,281.20001220703125,275.4700012207031,278.20001220703125,189999200,0.015217361041894195,0.0208008529456436,3
2020-04-13,277.1400146484375,277.510009765625,271.4100036621094,275.6600036621094,114839100,-0.009130152528647795,0.022475244173791653,3
2020-04-14,280.9800109863281,284.8999938964844,275.510009765625,283.7900085449219,134143400,0.029492870836560936,0.034082188661121116,3
2020-04-15,277.57000732421875,283.94000244140625,275.4599914550781,277.760009765625,121775000,-0.021248101052656954,0.030784909785024128,3
2020-04-16,279.1499938964844,280.0299987792969,275.760009765625,279.1000061035156,131798300,0.004824295401707923,0.01548443886878692,0
2020-04-17,285.3800048828125,287.29998779296875,282.3999938964844,286.6400146484375,146684800,0.027015436689475925,0.017351253549532597,0
2020-04-20,282.6099853515625,286.7900085449219,281.3500061035156,281.5899963378906,100109300,-0.017617980925449972,0.019335355690039524,3
2020-04-21,276.7300109863281,278.0400085449219,272.0199890136719,273.0400085449219,126385700,-0.030363251195576146,0.022130798376539307,3
2020-04-22,278.3500061035156,281.0,276.9100036621094,279.1000061035156,92951600,0.022194540612888725,0.014770128503126534,0
2020-04-23,280.489990234375,283.94000244140625,278.75,279.0799865722656,104709700,-7.172888144824086e-05,0.018618842839125627,0
2020-04-24,280.7300109863281,283.70001220703125,278.5,282.9700012207031,85063200,0.013938708741589423,0.018671498050381485,0
2020-04-27,285.1199951171875,288.2699890136719,284.6199951171875,287.04998779296875,77896600,0.014418442077481775,0.01282409514124816,0
2020-04-28,291.0199890136719,291.3999938964844,285.3999938964844,285.7300109863281,105270000,-0.004598421399664487,0.02102312588757882,0
2020-04-29,291.5299987792969,294.8800048828125,290.4100036621094,293.2099914550781,118745600,0.026178490817010847,0.015392035964105322,0
2020-04-30,291.7099914550781,293.32000732421875,288.5899963378906,290.4800109863281,122901700,-0.009310666581320293,0.01639007258169145,0
2020-05-01,285.30999755859375,290.6600036621094,281.5199890136719,282.7900085449219,125180000,-0.026473430702838252,0.03246666313273261,3
2020-05-04,280.739990234375,283.8999938964844,279.1300048828125,283.57000732421875,80873200,0.0027582260890697263,0.017088772006701447,0
2020-05-05,286.6400146484375,289.25,283.7099914550781,286.19000244140625,79569900,0.00923932379841541,0.019527012483799178,0
2020-05-06,288.0400085449219,288.4599914550781,283.7799987792969,284.25,73632600,-0.006778721915009722,0.016491622721518828,0
2020-05-07,287.75,289.7799987792969,287.1300048828125,287.67999267578125,75250400,0.01206681680134114,0.009229247558317555,0
2020-05-08,291.0899963378906,292.95001220703125,289.8599853515625,292.44000244140625,76452400,0.0165461967700673,0.010660411963110183,0
2020-05-11,290.3399963378906,294.0,289.8800048828125,292.5,79514200,0.00020516194122843778,0.014212760617459796,0
2020-05-12,293.7900085449219,294.239990234375,286.5199890136719,286.6700134277344,95870800,-0.01993157802483969,0.02694402316319633,3
2020-05-13,286.05999755859375,287.19000244140625,278.9599914550781,281.6000061035156,144721100,-0.01768586558320595,0.02950247791233318,3
2020-05-14,278.95001220703125,285.1099853515625,272.989990234375,284.9700012207031,121977900,0.011967311946537107,0.04439721436958877,3
2020-05-15,282.3699951171875,286.3299865722656,281.3399963378906,286.2799987792969,111146300,0.004596966533256808,0.017736512047089148,0
2020-05-18,293.04998779296875,296.75,292.70001220703125,295.0,119703800,0.030459694208066823,0.013836650577602638,0
2020-05-19,294.3500061035156,296.2099914550781,291.95001220703125,291.9700012207031,95189300,-0.010271182302701298,0.014591467956596604,0
2020-05-20,295.82000732421875,297.8699951171875,295.57000732421875,296.92999267578125,85861700,0.016988017379665044,0.007781533091907544,0
2020-05-21,296.7900085449219,297.6700134277344,293.69000244140625,294.8800048828125,78293900,-0.006903943163488857,0.013551741473127432,0
