,base_asset,compare_asset,label
630,FEX,FV,1
631,FEX,FYT,1
632,FEX,INDY,1
633,FEX,NFTY,1
634,FEX,PYZ,1
635,FEX,VONV,1
651,FNK,FV,1
652,FNK,FVC,1
653,FNK,HERD,1
654,FNK,IUS,1
655,FNK,NFTY,1
656,FNK,PSCM,1
657,FNK,PY,1
658,FNK,PYZ,1
659,FNK,RNDV,1
660,FNK,SQLV,1
661,FNK,ULVM,1
598,FDTS,QQEW,1
597,FDTS,PEZ,1
596,FDTS,JSMD,1
595,FDTS,FNY,1
574,EQRR,FV,1
575,EQRR,IUS,1
576,EQRR,KBWP,1
577,EQRR,LVHD,1
578,EQRR,PFM,1
579,EQRR,PPH,1
580,EQRR,VSDA,1
581,EQRR,VSMV,1
582,ESGU,INDY,1
583,FAB,FV,1
535,DXGE,QQXT,1
584,FAB,FVC,1
586,FAB,NFTY,1
587,FAB,PY,1
588,FAB,PYZ,1
589,FAB,RNDV,1
590,FAB,SQLV,1
591,FAD,FDTS,1
593,FAD,INDY,1
585,FAB,HERD,1
592,FAD,FTXR,1
328,CARZ,PTF,2
327,CARZ,PSCD,2
326,CARZ,FTXL,2
