Date,Open,High,Low,Close,Volume,Returns,Range,Bench_C_Rets,RSI,RSI_Return,MA_12,MA_21,DOW,Rolling_rets,AVG_Range,Returns_T1,Range_T1,Rolling_rets_T1,Returns_T2,Range_T2,Rolling_rets_T2
2020-02-02,0.004650249146611385,0.003122534171016378,-0.010245096944380583,9344.365234375,0.18952843242582462,-0.0051645279666768795,0.02722699271070872,0.2926294078023357,68.35271520855892,0.9757664025068624,8973.275472005209,8864.93763950893,6,0.25182959769401003,0.03370518781258849,0.00452869583961979,0.013538145094815768,0.3084457891057997,-0.016664631518128026,0.031517358446052635,0.27409780110358917
2020-02-03,-0.004806984292331173,0.0075589551991743775,0.003342390740087131,9293.521484375,0.0031897912208891377,-0.005441113304621492,0.03154393263954414,0.2855020418622114,66.53281787188314,0.9733749079151738,9024.329264322916,8919.667503720239,0,0.23743361751144698,0.034219126394529766,-0.0051645279666768795,0.02722699271070872,0.25182959769401003,0.00452869583961979,0.013538145094815768,0.3084457891057997
2020-02-04,-0.005547731643870013,-0.021918059774963305,-0.014685657224921655,9180.962890625,-0.03364936786491102,-0.012111511652417528,0.023972195737907098,0.2702719909997593,62.56159124064907,0.9403117625518111,9088.866536458334,8936.48646763393,1,0.22523295795290166,0.03436977163095274,-0.005441113304621492,0.03154393263954414,0.23743361751144698,-0.0051645279666768795,0.02722699271070872,0.25182959769401003
2020-02-05,-0.011775276459220274,0.03965530449547128,0.0055847284884700255,9613.423828125,0.17826395504162296,0.047104093835473426,0.05866576410224056,0.3307154318652952,69.97646128454272,1.1185211228942635,9186.198974609375,8974.88709077381,2,0.22404579168139926,0.03464913978380702,-0.012111511652417528,0.023972195737907098,0.22523295795290166,-0.005441113304621492,0.03154393263954414,0.23743361751144698
2020-02-06,0.04730323364403688,0.012711630237209448,0.041043911244184494,9729.8017578125,0.06833111925533597,0.012105773319493585,0.02985389978312525,0.3462989274474273,71.60620043784509,1.0232898195105269,9299.695149739584,9022.79259672619,3,0.1853777185650035,0.03388501697753898,0.047104093835473426,0.05866576410224056,0.22404579168139926,-0.012111511652417528,0.023972195737907098,0.22523295795290166
2020-02-07,0.011248040213434285,0.0010277911138809603,0.019516573932409464,9795.943359375,-0.08254591162463754,0.006797836503646293,0.011177651083742024,0.3550533080028724,72.51920770256373,1.0127503939482327,9399.621256510416,9064.073800223214,4,0.2024441426038981,0.03241446370738186,0.012105773319493585,0.02985389978312525,0.1853777185650035,0.047104093835473426,0.05866576410224056,0.22404579168139926
2020-02-08,0.006895677833674618,0.004273862423354702,-0.004841945224358768,9865.119140625,0.01880864652688774,0.007061676319697785,0.020440200807086528,0.36445285808742534,73.47969854074307,1.0132446405388043,9479.229573567709,9107.993350074405,5,0.23435667456943465,0.032076167001727156,0.006797836503646293,0.011177651083742024,0.2024441426038981,0.012105773319493585,0.02985389978312525,0.1853777185650035
2020-02-09,0.007232074976486036,0.025583977363186516,0.01771712094716249,10116.673828125,0.01807801972790002,0.02549940694219166,0.028328106371077855,0.3990914828416423,76.67265059081323,1.0434535268037297,9542.403238932291,9175.15662202381,6,0.22336917847327886,0.031123227824524747,0.007061676319697785,0.020440200807086528,0.23435667456943465,0.006797836503646293,0.011177651083742024,0.2024441426038981
2020-02-10,0.025513760134518337,0.0035865846578400085,-0.0066828911680828496,9856.611328125,0.09994065401181884,-0.025706324471686526,0.038959545752921265,0.363026448200934,67.61000658710361,0.8818008255371897,9587.401692708334,9232.25037202381,0,0.21346102277819123,0.03163846010110648,0.02549940694219166,0.028328106371077855,0.22336917847327886,0.007061676319697785,0.020440200807086528,0.23435667456943465
2020-02-11,-0.02567015368206449,0.004356495222168855,-0.0056444537109183734,10208.236328125,-0.04413914828711474,0.03567402510806805,0.049409109190663436,0.41084230681093925,72.36603407930252,1.0703450233520035,9645.671956380209,9301.885695684523,1,0.2298559414328183,0.03249047895488419,-0.025706324471686526,0.038959545752921265,0.21346102277819123,0.02549940694219166,0.028328106371077855,0.22336917847327886
2020-02-12,0.035156240323814814,0.017978221907904324,0.04862128154434697,10326.0546875,0.15395865112488494,0.011541499979814906,0.018743027468007156,0.4268361738803754,73.75653895481805,1.01921488296556,9726.965738932291,9380.2275390625,2,0.2472930580415168,0.03262806923950881,0.03567402510806805,0.049409109190663436,0.2298559414328183,-0.025706324471686526,0.038959545752921265,0.21346102277819123
2020-02-13,0.01191615588607342,0.006159132084030627,-0.0084516061411406,10214.3798828125,0.13607693119293796,-0.010814856987217514,0.03375448609699694,0.41101422441056656,70.15321119396427,0.9511456501089195,9795.424479166666,9466.316313244048,3,0.15254475296801762,0.030729082993306598,0.011541499979814906,0.018743027468007156,0.2472930580415168,0.03567402510806805,0.049409109190663436,0.2298559414328183
2020-02-14,-0.010888277951700664,-0.012969563743567059,0.0009265418721533525,10312.1162109375,-0.12192638197480221,0.009568503349817403,0.01940262218033051,0.4247559146838207,71.46703070809608,1.01872785994784,9876.070393880209,9555.20591517857,4,0.16446423723729953,0.030478972707130247,-0.010814856987217514,0.03375448609699694,0.15254475296801762,0.011541499979814906,0.018743027468007156,0.2472930580415168
2020-02-15,0.010018621681865403,0.0018949406815162995,-0.024799328199023418,9889.4248046875,0.01215532461177582,-0.0409897830477971,0.047306835621605536,0.3663216126475166,59.307895402481435,0.8298637121880984,9925.72900390625,9627.66196986607,5,0.13292426773138177,0.031148750685203102,0.009568503349817403,0.01940262218033051,0.16446423723729953,-0.010814856987217514,0.03375448609699694,0.15254475296801762
2020-02-16,-0.04117536055153348,-0.027808863908346138,-0.015397450841197924,9934.43359375,-0.011176881640497016,0.004551203932625647,0.03410500331266708,0.37283388050443356,60.08660269464781,1.0131299093802237,9988.518229166666,9691.357375372023,6,0.113947619192591,0.031206887863447195,-0.0409897830477971,0.047306835621605536,0.13292426773138177,0.009568503349817403,0.01940262218033051,0.16446423723729953
2020-02-17,0.004791181965769109,-0.0114535188218583,-0.022088097259425843,9690.142578125,0.060484873688168905,-0.024590331529186438,0.04535066945047572,0.3392257752517489,54.04171718603425,0.8993971162035426,9994.911458333334,9728.515625,0,0.08781507139330191,0.03202049422974436,0.004551203932625647,0.03410500331266708,0.113947619192591,-0.0409897830477971,0.047306835621605536,0.13292426773138177
2020-02-18,-0.02468963752272968,0.022449367207387105,0.013120516492651113,10141.99609375,0.02766897002521085,0.0466302236506857,0.05497629659068326,0.40192331950414806,61.71400994327876,1.1419698180728282,10029.260986328125,9765.82068452381,1,0.16089822357114303,0.0317483306809367,-0.024590331529186438,0.04535066945047572,0.08781507139330191,0.004551203932625647,0.03410500331266708,0.113947619192591
2020-02-19,0.046698751085771484,0.002926630880289993,-0.0021966713843682983,9633.38671875,-0.005902225500285407,-0.05014884351152826,0.060393158104848244,0.3310570638768573,51.327236999010125,0.8316950567008188,10015.714599609375,9780.904343377977,2,0.11633187152502855,0.03304061451278271,0.0466302236506857,0.05497629659068326,0.16089822357114303,-0.024590331529186438,0.04535066945047572,0.08781507139330191
2020-02-20,-0.05071804375556577,-0.05381440659484282,-0.010750269282545521,9608.4755859375,-0.043981073504703816,-0.0025859164113087862,0.014231996622874332,0.3280719442323117,50.87558896801064,0.9912006167211339,9994.32763671875,9785.6416015625,3,0.1035524235225701,0.032691150940263425,-0.05014884351152826,0.060393158104848244,0.11633187152502855,0.0466302236506857,0.05497629659068326,0.16089822357114303
2020-02-21,-0.0018218274275896285,0.008275024117300633,0.008607870305225251,9686.44140625,-0.08891907810719801,0.008114275736580634,0.013897294442090313,0.3390232193518019,52.290574124811585,1.0278126540744452,9958.474934895834,9801.637416294643,4,0.11910087931416757,0.032551361993647145,-0.0025859164113087862,0.014231996622874332,0.1035524235225701,-0.05014884351152826,0.060393158104848244,0.11633187152502855
2020-02-22,0.007899139087616858,-0.0025489217100976846,0.00114553136351625,9663.181640625,-0.1244186229705957,-0.002401270461409255,0.010155784483314667,0.3358267620183786,51.811102263955796,0.9908306254256963,9942.355794270834,9814.50916108631,5,0.14830475472781124,0.031473502374368065,0.008114275736580634,0.013897294442090313,0.11910087931416757,-0.0025859164113087862,0.014231996622874332,0.1035524235225701
2020-02-23,-0.002517486521457446,0.024661491418427772,0.005943559377513008,9924.515625,0.14920355081014236,0.02704430011708836,0.028952094821437235,0.37154786035518605,56.6235792548998,1.0928850532155532,9918.71240234375,9842.13537016369,6,0.17071943812275137,0.031439294173371705,-0.002401270461409255,0.010155784483314667,0.14830475472781124,0.008114275736580634,0.013897294442090313,0.11910087931416757
2020-02-24,0.026726289958867167,0.0014432135844075766,-0.012502656837329207,9650.1748046875,0.0945803889195671,-0.027642741538078885,0.04348340742081769,0.3337917445209586,50.87922295047173,0.8985518686734909,9862.389078776041,9859.118861607143,0,0.15226354344454096,0.03223690045216981,0.02704430011708836,0.028952094821437235,0.17071943812275137,-0.002401270461409255,0.010155784483314667,0.14830475472781124
2020-02-25,-0.02724066387386792,-0.030045861926711215,-0.024328451191345635,9341.705078125,-0.05690348842050319,-0.031965195740564556,0.03736862089962756,0.2906848232421424,45.31285081971279,0.8905963611870112,9789.666178385416,9866.773251488095,1,0.09293379336676033,0.032373865471396104,-0.027642741538078885,0.04348340742081769,0.15226354344454096,0.02704430011708836,0.028952094821437235,0.17071943812275137
2020-02-26,-0.03243314947448861,-0.030867822770884623,-0.06454522728088474,8820.5224609375,0.1859283418458122,-0.05579095174048332,0.07471503645157207,0.21930787490673898,37.79016950216388,0.8339834907435074,9665.36669921875,9829.016043526786,2,0.0007353222303877471,0.03338941684370914,-0.031965195740564556,0.03736862089962756,0.09293379336676033,-0.027642741538078885,0.04348340742081769,0.15226354344454096
2020-02-27,-0.05495613082435613,-0.045098422190447685,-0.014616417898893674,8784.494140625,-0.0981723538987499,-0.0040846016176541156,0.04146963948294968,0.21491282823398605,37.3288155303934,0.9877916935052631,9573.289143880209,9784.001395089286,3,-0.053717361038753686,0.033087409549358654,-0.05579095174048332,0.07471503645157207,0.0007353222303877471,-0.031965195740564556,0.03736862089962756,0.09293379336676033
2020-02-28,-0.004120662670014097,-0.004750591487176159,-0.009824489254987911,8672.455078125,-0.019017847598467474,-0.012754184897438958,0.04680638071889498,0.19924580841244532,35.86256913751352,0.9607207897693391,9468.124267578125,9730.501953125,4,-0.06198796864110234,0.03415509533864189,-0.0040846016176541156,0.04146963948294968,-0.053717361038753686,-0.05579095174048332,0.07471503645157207,0.0007353222303877471
2020-02-29,-0.013371174771308003,-0.01291544753651408,0.012548806952655811,8599.5087890625,-0.19757804957629443,-0.008411261679117432,0.020480593856593954,0.18919320863994904,34.90134787905882,0.9731970887314588,9377.238118489584,9670.234793526786,5,-0.09104653344051183,0.0336741949915224,-0.012754184897438958,0.04680638071889498,-0.06198796864110234,-0.0040846016176541156,0.04146963948294968,-0.053717361038753686
2020-03-01,-0.008240381416509068,-0.005564837022619118,-0.014918979860881865,8562.4541015625,-0.012383308644571156,-0.0043089307085921735,0.030170884343828863,0.18418114493474524,34.39700346640424,0.9855494287956372,9245.609619140625,9596.224330357143,6,-0.07869083263097598,0.03362931252144828,-0.008411261679117432,0.020480593856593954,-0.09104653344051183,-0.012754184897438958,0.04680638071889498,-0.06198796864110234
2020-03-02,-0.004243623748077074,0.022289016409586138,0.0072501977630583525,8869.669921875,0.21240983366048072,0.03587941221856461,0.045551921884438684,0.22607663957110313,41.894057927542846,1.217956615565685,9181.966552734375,9549.227120535714,0,-0.04734011625203116,0.03469643841443571,-0.0043089307085921735,0.030170884343828863,-0.07869083263097598,-0.008411261679117432,0.020480593856593954,-0.09104653344051183
2020-03-03,0.035281292740395154,-0.002209312762850524,0.02020002714762059,8787.7861328125,-0.010988897426060573,-0.009231886844013548,0.02258571154521416,0.21486212310287556,40.56347727519401,0.9682393943635129,9113.575764973959,9481.586635044643,1,-0.05140747512936783,0.03454172904225256,0.03587941221856461,0.045551921884438684,-0.04734011625203116,-0.0043089307085921735,0.030170884343828863,-0.07869083263097598
2020-03-04,-0.00866805894632583,-0.006541793702127596,0.0008548437217785754,8755.24609375,-0.18024537417015085,-0.0037028710724991143,0.015028476057357798,0.21106026740575357,40.01951915541099,0.9865899534181289,9035.976155598959,9406.786225818452,2,-0.04966923289724545,0.033991213822846346,-0.009231886844013548,0.02258571154521416,-0.05140747512936783,0.03587941221856461,0.045551921884438684,-0.04734011625203116
2020-03-05,-0.003215190410720936,0.0337754277543183,0.005144633263576948,9078.7626953125,0.14249834722637034,0.03695117168590434,0.04394080443132631,0.255747550144507,47.55024648790575,1.1881763572233361,8987.274576822916,9352.709216889882,3,-0.0006065495589235859,0.03465683411262699,-0.0037028710724991143,0.015028476057357798,-0.04966923289724545,-0.009231886844013548,0.02258571154521416,-0.05140747512936783
2020-03-06,0.03630286364286972,0.002804689522920789,0.031382577033236325,9122.5458984375,0.02843542499650109,0.004822595830994203,0.01501494942776116,0.2616727602211484,48.49276706821559,1.0198215708629306,8920.443766276041,9296.063011532739,4,-0.04288804756340281,0.033201806956811006,0.03695117168590434,0.04394080443132631,-0.0006065495589235859,-0.0037028710724991143,0.015028476057357798,-0.04966923289724545
2020-03-07,0.004768728859614324,-0.000488084433706959,-0.015648109294464696,8909.9541015625,-0.11291469352835848,-0.02330399860322019,0.030647216722271553,0.232028980370641,44.327487450520564,0.9141051363013445,8858.758707682291,9249.421549479166,5,-0.07829781948611658,0.03322825085478255,0.004822595830994203,0.01501494942776116,-0.04288804756340281,0.03695117168590434,0.04394080443132631,-0.0006065495589235859
2020-03-08,-0.023394417376593313,-0.027160423304016246,-0.08834932132939344,8108.1162109375,0.10371314500224438,-0.08999349283790192,0.09982301938401017,0.121573401935817,32.862128812829994,0.7413487815999387,8755.959635416666,9162.454055059523,6,-0.1750891488276648,0.03618309646479149,-0.02330399860322019,0.030647216722271553,-0.07829781948611658,0.004822595830994203,0.01501494942776116,-0.04288804756340281
2020-03-09,-0.08947475680505701,-0.08262529622202985,-0.051220460207434426,7923.64453125,0.1742144921832698,-0.022751484424786028,0.0634186070624887,0.09584878899142546,30.88305242240152,0.9397763790136503,8681.219807942709,9078.33510044643,0,-0.2049023095721486,0.03761571000663823,-0.08999349283790192,0.09982301938401017,-0.1750891488276648,-0.02330399860322019,0.030647216722271553,-0.07829781948611658
2020-03-10,-0.023301208045352295,-0.004995008096729148,0.01621111157744526,7909.7294921875,-0.10062541781157197,-0.0017561412564156553,0.041227369446413586,0.09397416074132536,30.73270118437921,0.995131593989937,8608.32275390625,8972.036690848214,1,-0.23215785777075593,0.038045685442482755,-0.022751484424786028,0.0634186070624887,-0.2049023095721486,-0.08999349283790192,0.09982301938401017,-0.1750891488276648
2020-03-11,-0.001521952186429476,-0.022874783131338616,-0.022003313415145054,7911.43017578125,-0.08364957892706337,0.00021501160000858555,0.04029955636423099,0.09451172272581143,30.777058026338864,1.0014433108789735,8544.904012044271,8890.038760230655,2,-0.20623652169906082,0.038090352462859745,-0.0017561412564156553,0.041227369446413586,-0.23215785777075593,-0.022751484424786028,0.0634186070624887,-0.2049023095721486
2020-03-12,0.00044580621170653423,-0.0027290590562042416,-0.3640621166741628,4970.7880859375,0.3954628265361453,-0.37169538560117077,0.6313865624941921,-0.3058050453601139,14.03782560505239,0.4561133033910806,8242.510620117188,8669.196498325893,3,-0.6136059324082996,0.0574896009063107,0.00021501160000858555,0.04029955636423099,-0.20623652169906082,-0.0017561412564156553,0.041227369446413586,-0.23215785777075593
2020-03-13,-0.36592438640727887,-0.26371179450736293,-0.15500373970075365,5563.70703125,0.37377327351082723,0.11928067241286833,0.4215100598649617,-0.22169235333699144,23.11756544812667,1.6468052886913174,7992.6150309244795,8472.875813802084,4,-0.5058667599752462,0.07091516865287587,-0.37169538560117077,0.6313865624941921,-0.6136059324082996,0.00021501160000858555,0.04029955636423099,-0.20623652169906082
2020-03-14,0.1106546984104928,-0.03646522770663119,0.24789215960771815,5200.3662109375,-0.5124584714739959,-0.06530552710121185,0.09759033366736092,-0.27242212573690694,21.611141315848926,0.9348363851004122,7686.8397216796875,8260.360793340773,5,-0.5603574300892405,0.07304303023855466,0.11928067241286833,0.4215100598649617,-0.5058667599752462,-0.37169538560117077,0.6313865624941921,-0.6136059324082996
2020-03-15,-0.06675140136869295,0.03758398967263821,0.008626979322497785,5392.31494140625,-0.059650002368247024,0.036910617960911996,0.12910142280515946,-0.24655809467726975,24.41338438576173,1.129666593214942,7403.8837890625,8044.541713169643,6,-0.533015315478146,0.07669965692604895,-0.06530552710121185,0.09759033366736092,-0.5603574300892405,0.11928067241286833,0.4215100598649617,-0.5058667599752462
2020-03-16,0.035408619306529276,-0.0773416107769398,-0.1148950965986354,5014.47998046875,0.33443654626012354,-0.07006915676163483,0.17700726324240557,-0.3010141219528133,22.693664650270875,0.9295583230773271,7092.1532796223955,7823.794340587798,0,-0.5620946891919837,0.08102300451340896,0.036910617960911996,0.12910142280515946,-0.533015315478146,-0.06530552710121185,0.09759033366736092,-0.5603574300892405
2020-03-17,-0.07105572153287487,-0.0025775799146791067,0.08885671405701379,5225.62939453125,-0.1486814398992582,0.04210793838741411,0.07817072513341738,-0.2713743554507525,25.837685272240194,1.1385417767655164,6771.058837890625,7627.790736607143,1,-0.5245379547371952,0.08249186190743396,-0.07006915676163483,0.17700726324240557,-0.5620946891919837,0.036910617960911996,0.12910142280515946,-0.533015315478146
2020-03-18,0.04488398560117446,-0.007356559988698663,0.01754884616703989,5238.4384765625,-0.01925921849138723,0.0024512036855608432,0.05178154498169918,-0.2686153776829808,26.034208558567343,1.0076060716839172,6447.383219401042,7457.2153087797615,2,-0.49749641952244794,0.0827062244251414,0.04210793838741411,0.07817072513341738,-0.5245379547371952,-0.07006915676163483,0.17700726324240557,-0.5620946891919837
2020-03-19,0.0035014991412061214,0.187159213582627,0.03306800231169338,6191.19287109375,0.3464188524725822,0.18187755736638023,0.20866404632331448,-0.1355285735287104,38.98545962922499,1.4974705123653795,6220.8197835286455,7333.724772135417,3,-0.3622490858067534,0.08782914941622912,0.0024512036855608432,0.05178154498169918,-0.49749641952244794,0.04210793838741411,0.07817072513341738,-0.5245379547371952
2020-03-20,0.18039316877560418,0.08128710137751205,0.12007193823359175,6198.7783203125,0.06749401792314047,0.001225199953657663,0.16681152216813588,-0.13338825122492015,39.076923098652664,1.0023460918582863,6061.7082926432295,7215.9306408110115,4,-0.3108750423415675,0.0913764282183387,0.18187755736638023,0.20866404632331448,-0.3622490858067534,0.0024512036855608432,0.05178154498169918,-0.49749641952244794
2020-03-21,0.002401244682093573,-0.06810471077790414,0.011429253064211942,6185.06640625,-0.21946972921529162,-0.00221203491300348,0.07505903910168721,-0.13523648533056354,38.96322043639195,0.9970902862036076,5916.8267822265625,7100.957194010417,5,-0.3105011608432622,0.0934039963009658,0.001225199953657663,0.16681152216813588,-0.3108750423415675,0.18187755736638023,0.20866404632331448,-0.3622490858067534
2020-03-22,-0.0033776373704700324,-0.0028908117415600287,-0.018390801570513315,5830.2548828125,-0.05635393496432206,-0.05736583896317804,0.09203463814686819,-0.1846878292184585,36.04088517100219,0.9249975943297469,5743.5372314453125,6970.852469308035,6,-0.37598127554302085,0.0960085744244584,-0.00221203491300348,0.07505903910168721,-0.3105011608432622,0.001225199953657663,0.16681152216813588,-0.3108750423415675
2020-03-23,-0.0572597634216484,0.01324548970952022,-0.006646870629127277,6416.31494140625,0.15940909485020294,0.10052048673231173,0.11390314178571037,-0.0998896037312812,43.56954747908004,1.2088922697751963,5618.9442952473955,6854.026041666667,0,-0.27305951834929987,0.09946681966787159,-0.05736583896317804,0.09203463814686819,-0.37598127554302085,-0.00221203491300348,0.07505903910168721,-0.3105011608432622
2020-03-24,0.10379509413945232,0.05355243370969154,0.10822152742193003,6734.8037109375,0.0372106555470848,0.04963733427047878,0.05895377134142432,-0.05466157728092358,47.20645987578936,1.0834737243588675,5765.9455973307295,6756.264973958333,1,-0.25046648419590944,0.10046687555187116,0.10052048673231173,0.11390314178571037,-0.27305951834929987,-0.05736583896317804,0.09203463814686819,-0.37598127554302085
